Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
MAUI,AdvisorShares Market Adaptive Unconstrained Income ETF,Bond,"$1,227,302",3.62%,435,$24.63,-0.16%,No,No,0.70%,N/A,5.76%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Corporate Bonds,2014-07-08,1.26%,N/A,$0.14,2016-06-24,$0.14,0.59%,N/A,0.38,1,100.00%,39%,20%,1099,$24.01,$24.64,$24.63,$24.63,65.07,B-,C,C,C,B-,C,0.0,N/A,N/A,N/A,N/A,N/A
FOANC,Gabelli Food of All Nations NextShares,Equity,"$1,225,160",0.00%,N/A,$99.96,0.00%,No,No,0.00%,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Global Equities,2017-02-14,0.90%,N/A,$0.20,2018-12-07,$0.20,0.20%,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"",N/A,C+,N/A,N/A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
HYKE,Vest 2 Year Interest Rate Hedge ETF,Alternatives,"$1,216,320",-9.36%,168,$24.39,0.21%,No,False,-0.71%,-5.97%,-16.43%,N/A,N/A,$0.00,$0.00,$0.00,"$726,132.50","$1,351,107.50","$1,351,107.50",Hedge Fund,2024-01-10,0.90%,N/A,$0.41,2025-03-31,$0.11,1.68%,N/A,N/A,2,100.00%,40%,20%,1099,$23.61,$26.24,$24.39,$24.39,40.98,N/A,C+,N/A,N/A,N/A,N/A,5.86,50.00%,33.72%,0.0,0.00%,0.00%
DIP,BTD Capital Fund,Equity,"$1,193,200",15.59%,256,$29.83,0.00%,No,False,0.03%,4.81%,31.92%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$347,974.94","$347,974.94",All Cap Equities,2022-12-12,0.79%,N/A,$0.72,2024-02-26,$0.05,2.41%,0.00,1.27,3,100.01%,40%,20%,1099,$28.51,$30.47,N/A,N/A,69.22,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KEJI,Global X China Innovation ETF,Equity,"$1,193,000",-9.33%,314,$10.88,0.65%,No,False,1.02%,-2.51%,-5.67%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,-$358.90,$103.06,China Equities,2021-02-22,0.75%,N/A,$0.07,2023-06-29,$0.07,0.64%,19.07,0.39,1,100.00%,40%,20%,1099,$10.71,$10.89,$10.88,$10.88,49.66,N/A,B,N/A,N/A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KDRN,Kingsbarn Tactical Bond ETF,Bond,"$1,167,000",2.48%,194,$23.30,-0.09%,No,False,0.34%,0.38%,4.99%,3.17%,N/A,$0.00,$0.00,$0.00,$0.00,"-$1,547,327.50","$487,985.50",Total Bond Market,2021-12-19,1.09%,N/A,$0.63,2025-03-26,$0.01,2.69%,0.00,0.37,6,100.01%,40%,20%,1099,$23.01,$23.77,$23.27,$23.32,50.18,C,C,N/A,C+,N/A,N/A,6.06,51.20%,37.48%,145.69,2.40%,0.38%
NZRO,Strategy Shares Halt Climate Change ETF,Equity,"$1,149,250",2.21%,203,$20.92,0.00%,No,False,-0.02%,-4.39%,9.46%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$527,600.00","$656,335.00",Alternative Energy Equities,2022-01-10,0.95%,N/A,$0.08,2022-12-28,$0.08,0.37%,0.00,1.16,93,31.46%,40%,20%,1099,$20.64,$21.29,$20.91,$20.93,37.89,C,C,C,C+,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VESH,Virtus Enhanced Short U.S. Equity ETF,Equity,"$1,119,220",-1.66%,467,$22.47,0.04%,Yes,No,1.56%,N/A,-4.35%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Inverse Equities,2017-06-28,0.55%,N/A,$0.02,2017-12-20,$0.02,0.09%,0.00,-3.26,1,0.00%,39%,20%,1099,$21.45,$22.60,$22.47,$22.47,60.83,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
INC,VanEck Dynamic High Income ETF,Bond,"$1,106,820",8.54%,398,$27.67,0.00%,No,False,-0.07%,1.64%,18.72%,N/A,N/A,$0.00,$0.00,$0.00,"$275,755.00","$1,037,915.74","$1,037,915.74",Total Bond Market,2022-11-01,0.41%,N/A,$1.53,2024-10-01,$0.20,5.53%,0.00,0.62,16,87.45%,40%,20%,1099,$27.32,$27.86,$27.67,$27.67,65.98,C,B-,N/A,B+,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SWEB,AXS Short China Internet ETF,Equity,"$1,031,690",3.33%,"1,448",$19.98,-3.15%,Yes,-1x,0.05%,-0.17%,-12.24%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$388,498.00","-$388,498.00",Inverse Equities,2022-05-02,0.95%,N/A,$0.61,2022-12-27,$0.61,3.07%,0.00,-2.31,1,100.00%,40%,20%,1099,$19.19,$22.34,$19.70,$20.44,46.94,B-,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DFII,FT Vest Bitcoin Strategy & Target Income ETF,N/A,"$982,689",N/A,N/A,$19.84,0.76%,No,False,6.77%,3.89%,N/A,N/A,N/A,"$1,000,000.00",$0.00,"$1,000,000.00","$1,000,000.00","$1,000,000.00","$1,000,000.00",N/A,2025-04-03,0.85%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,N/A,N/A,$19.84,$19.84,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TMAR,FT Vest Emerging Markets Buffer ETF - March,Equity,"$950,838",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$1,010,650.00",$0.00,"$1,010,650.00","$1,010,650.00","$1,010,650.00","$1,010,650.00",N/A,2025-03-21,0.95%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AILV,Alpha Intelligent - Large Cap Value ETF,Equity,"$912,560",-3.05%,381,$22.82,0.00%,No,False,0.09%,-2.50%,-4.70%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$249,582.00","$1,012,000.00",Large Cap Value Equities,2021-12-01,0.85%,N/A,$0.29,2022-12-23,$0.29,1.28%,0.07,0.79,2,100.00%,40%,20%,1099,$22.40,$23.29,$22.82,$22.82,46.12,C,C,N/A,B-,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VFIN,Simplify Volt Fintech Disruption ETF,Equity,"$911,901",-56.89%,"2,771",$3.65,1.39%,No,False,1.00%,-3.92%,-68.60%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$91,400.00","$2,370,325.00",Financials Equities,2020-12-28,1.03%,N/A,$0.00,N/A,N/A,0.00%,42.63,3.03,1,100.00%,40%,20%,1099,$3.40,$4.19,$3.58,$3.76,40.19,N/A,C,N/A,N/A,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AILG,Alpha Intelligent - Large Cap Growth ETF,Equity,"$849,360",9.65%,553,$16.99,0.00%,No,False,0.06%,-0.69%,4.88%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$325,079.00","$1,070,352.00",Large Cap Growth Equities,2021-12-01,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.97,2,100.00%,40%,20%,1099,$16.81,$17.23,$16.96,$17.06,52.78,C,C,N/A,C,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EPRE,First Trust TCW ESG Premier Equity ETF,Equity,"$798,582",-25.16%,405,$16.42,-0.24%,No,False,3.17%,3.05%,-22.80%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,"-$1,101,700.00",All Cap Equities,2021-05-25,0.85%,N/A,$0.00,N/A,N/A,0.00%,51.10,1.27,21,70.58%,40%,20%,1099,$15.38,$16.62,$16.42,$16.42,51.63,C,C+,C+,B,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
IBET,iBET Sports Betting and Gaming ETF,Equity,"$777,035",16.83%,797,$10.42,0.10%,No,False,0.00%,-4.40%,18.67%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$188,763.00","$727,995.95",Consumer Discretionary Equities,2021-11-16,0.79%,N/A,$0.01,2022-12-28,$0.01,0.12%,0.06,1.22,3,100.00%,40%,20%,1099,$9.72,$10.63,$10.34,$10.46,51.63,C+,C+,N/A,C,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MRAD,SmartETFs Advertising & Marketing Technology ETF,Equity,"$772,015",0.20%,217,$15.38,0.00%,No,False,1.42%,3.04%,21.66%,-19.43%,N/A,$0.00,$0.00,$0.00,"-$154,272.00","-$675,444.00","$1,662,926.00",Technology Equities,2020-12-31,0.68%,N/A,$0.00,N/A,N/A,0.00%,0.02,0.96,1,100.00%,40%,20%,1099,$14.86,$15.45,N/A,N/A,59.80,C,B-,N/A,C+,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PETZC,Gabelli Pet Parents' NextShares,Equity,"$732,965",N/A,N/A,$99.97,0.00%,No,No,0.00%,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Global Equities,2018-06-19,0.96%,N/A,$0.00,N/A,N/A,0.00%,N/A,0.00,1,0.00%,39%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,C+,N/A,N/A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GRBIC,Gabelli RBI NextShares,Equity,"$692,375",N/A,N/A,$99.99,0.00%,No,No,-0.06%,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Global Equities,2018-02-16,0.95%,N/A,$0.05,2018-12-07,$0.05,0.05%,N/A,0.00,N/A,N/A,39%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,C+,N/A,N/A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
UAV,AdvisorShares Drone Technology ETF,Equity,"$688,980",15.46%,241,$22.81,-0.91%,No,False,-3.19%,6.76%,4.48%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$76,435.00","$76,435.00",Technology Equities,2022-04-27,0.99%,N/A,$0.90,2022-12-23,$0.90,3.92%,0.06,1.30,6,100.00%,40%,20%,1099,$20.57,$24.23,$22.81,$22.81,56.81,C+,C,N/A,C+,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SQZZ,Active Alts Contrarian ETF,Equity,"$641,245",1.38%,"2,481",$25.65,0.08%,No,No,0.27%,N/A,3.01%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Small Cap Value Equities,2017-03-21,1.95%,N/A,$0.00,N/A,N/A,0.00%,15.68,-1.54,3,100.00%,39%,20%,1099,$24.60,$26.16,$25.04,$25.95,52.51,N/A,C,N/A,N/A,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TACE,Trend Aggregation Conservative Fund ETF,Multi-Asset,"$640,700",4.44%,"11,105",$25.59,-0.16%,No,No,-0.47%,0.26%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,"-$2,934,512.50",Diversified Portfolio,2020-10-21,1.48%,N/A,$0.04,2020-12-29,$0.04,0.17%,21.22,-0.29,59,66.41%,40%,20%,1099,$25.56,$25.83,$25.56,$25.61,46.93,B+,C,N/A,A-,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TSLH,Innovator Hedged TSLA Strategy ETF,Equity,"$578,200",14.18%,272,$28.92,0.00%,No,False,-0.02%,8.13%,14.91%,N/A,N/A,$0.00,$0.00,$0.00,"-$549,200.00","$475,375.09","$475,375.09",Consumer Discretionary Equities,2022-07-26,0.79%,N/A,$0.93,2023-12-28,$0.93,3.22%,0.00,-0.15,3,100.00%,40%,20%,1099,$27.32,$29.45,N/A,N/A,64.08,B-,C+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
LGLZ,Subversive Cannabis ETF,Equity,"$577,170",24.62%,360,$23.10,0.04%,No,False,-1.14%,3.06%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$1,482,775.00","$1,482,775.00",All Cap Equities,2023-09-19,0.75%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$18.03,$24.57,$23.10,$23.10,55.38,N/A,B-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
OAIE,Optimize AI Smart Sentiment Event-Driven ETF,Alternatives,"$566,208",-2.68%,231,$28.30,0.00%,No,False,0.05%,-1.20%,17.40%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$502,574.87","$502,574.87",Hedge Fund,2022-06-16,1.03%,N/A,$1.26,2023-12-19,$1.26,4.46%,13.17,1.06,2,100.00%,40%,20%,1099,$28.18,$28.36,$28.30,$28.30,48.51,C,C,N/A,B-,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AMLX,Amplify YieldShares Oil Hedged MLP Income ETF,Equity,"$485,515",-12.13%,"2,506",$9.61,-2.73%,No,No,4.80%,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,MLPs,2017-05-31,0.90%,N/A,N/A,N/A,N/A,N/A,N/A,0.00,21,52.79%,39%,20%,1099,$9.12,$10.15,$9.58,$9.67,42.85,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CRYP,AdvisorShares Managed Bitcoin Strategy ETF,Multi-Asset,"$401,900",31.64%,359,$16.04,-0.25%,No,False,1.49%,0.25%,26.01%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$877,770.00","-$877,770.00",Diversified Portfolio,2022-04-27,1.59%,N/A,$3.38,2022-12-23,$3.38,21.05%,0.00,-3.51,2,100.00%,40%,20%,1099,$15.30,$16.70,$15.95,$16.09,49.14,C,C,N/A,C,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VPOP,Simplify Volt Pop Culture Disruption ETF,Equity,"$401,359",-52.79%,"1,906",$5.33,-0.19%,No,False,-2.43%,3.11%,-56.03%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$151,350.00","-$189,700.00",Technology Equities,2020-12-28,1.02%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.34,1,100.00%,40%,20%,1099,$5.25,$5.52,$5.33,$5.33,39.70,C,C,N/A,B,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TEGS,Collaborative Investment Series Trust Trend Aggregation ESG Fund,Multi-Asset,"$364,545",0.00%,"14,816",$7.26,-2.81%,No,No,0.00%,-25.91%,-18.88%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,"-$3,503,222.50",All Cap Equities,2020-05-08,1.43%,N/A,$3.05,2020-12-30,$3.05,9.87%,31.73,0.67,39,36.76%,40%,20%,1099,$6.82,$10.69,$7.22,$7.33,25.21,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TADS,The Active Dividend Stock ETF,Equity,"$294,887",16.52%,"30,755",$0.39,-7.14%,No,No,16.52%,15.67%,29.74%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,"-$5,439,317.50",All Cap Equities,2020-05-08,1.68%,N/A,$2.71,2021-09-21,$0.04,8.96%,21.84,0.65,31,41.65%,40%,20%,1099,$0.26,$0.45,$0.35,$0.43,58.57,N/A,C,N/A,N/A,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ROYA,Tema Global Royalties ETF,Equity,"$268,384",5.31%,"3,316",$26.83,0.07%,No,False,0.83%,-1.61%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$169,260.00","$169,260.00",Global Equities,2023-08-17,0.75%,N/A,$0.20,2024-03-20,$0.03,0.73%,N/A,N/A,2,100.00%,40%,20%,1099,$26.53,$27.19,$26.83,$26.83,50.39,C,B-,N/A,B-,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TBND,Tactical Income ETF,Multi-Asset,$0,-0.61%,"18,472",$23.48,0.13%,No,No,-0.09%,N/A,-0.11%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,"-$31,090,982.50",Diversified Portfolio,2019-06-17,1.59%,N/A,$0.57,2020-10-19,$0.43,2.43%,0.00,0.27,23,89.69%,39%,20%,1099,$23.24,$23.59,$23.46,$23.48,50.09,N/A,C,N/A,N/A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SZR,Dreyfus South African Rand Fund,Currency,$0,-5.51%,"2,259",$21.94,0.00%,No,No,-0.59%,N/A,-5.78%,-1.53%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Currency,N/A,0.45%,E*TRADE,$1.75,2011-12-21,$1.75,7.88%,0.00,-1.59,N/A,N/A,35%,15%,1099,$21.71,$22.64,$21.92,$21.95,42.84,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BNZ,Dreyfus New Zealand Dollar Fund,Currency,$0,-7.27%,"71,686",$21.94,0.00%,No,No,-10.56%,N/A,-8.05%,4.02%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Currency,N/A,0.45%,N/A,$0.00,2008-12-22,$0.13,0.00%,0.00,-0.52,N/A,N/A,N/A,N/A,N/A,$22.61,$25.36,$21.77,$22.04,30.38,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JYF,Dreyfus Japanese Yen Fund,Currency,$0,-8.92%,"1,700",$30.93,0.00%,No,No,-0.29%,N/A,-7.95%,1.34%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Currency,N/A,0.35%,E*TRADE,$0.00,2008-12-22,$0.05,0.00%,0.00,-0.39,N/A,N/A,35%,15%,1099,$30.65,$32.32,$30.71,$31.37,38.24,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ICN,WisdomTree Indian Rupee Strategy Fund,Currency,$0,5.01%,"2,213",$22.63,0.00%,No,No,0.09%,N/A,7.15%,3.12%,1.28%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Currency,N/A,0.45%,E*TRADE,N/A,2011-12-21,$3.28,15.60%,0.00,0.35,1,100.00%,35%,15%,1099,$21.30,$23.18,$22.61,$22.64,57.03,B+,B+,B+,B+,A,A-,0.0,N/A,N/A,N/A,N/A,N/A
EU,Euro Debt Fund,Bond,$0,-4.10%,"2,556",$20.54,0.00%,No,No,-2.19%,N/A,-4.33%,1.92%,-0.06%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,International Government Bonds,N/A,0.35%,E*TRADE,$0.45,2015-01-26,$0.05,2.20%,0.00,2.76,N/A,N/A,35%,15%,1099,$20.15,$21.05,$20.49,$20.64,44.04,B-,A+,A,C,A,C+,0.0,N/A,N/A,N/A,N/A,N/A
PMA,Active Mega Cap Fund,Equity,$0,5.48%,"1,453",$30.42,0.00%,No,No,-0.91%,N/A,8.43%,12.16%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Large Cap Blend Equities,N/A,0.75%,N/A,$0.55,2012-12-21,$0.31,1.83%,0.00,1.35,N/A,N/A,35%,15%,1099,$30.06,$30.68,$30.21,$30.55,56.84,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PQZ,Active Multi-Cap Fund,Equity,$0,-25.07%,"1,944",$14.14,0.00%,No,No,-2.68%,N/A,-17.14%,-7.81%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,All Cap Equities,N/A,0.75%,N/A,$0.07,2010-12-17,$0.07,0.49%,11.70,1.09,N/A,N/A,N/A,N/A,N/A,$14.06,$17.20,$14.14,$14.14,36.24,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PQY,Active AlphaQ Fund,Equity,$0,-9.31%,"5,470",$25.43,0.00%,No,No,-2.19%,N/A,-0.67%,8.23%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Large Cap Growth Equities,N/A,0.75%,N/A,$0.18,2010-12-17,$0.18,0.66%,17.65,0.96,N/A,N/A,N/A,N/A,N/A,$25.30,$28.13,$25.43,$25.43,42.16,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PLK,Active Low Duration Fund,Bond,$0,0.33%,"3,475",$25.33,0.00%,No,No,0.04%,N/A,0.09%,0.94%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Government Bonds,N/A,0.30%,N/A,$0.22,2013-01-15,$0.01,0.88%,0.00,-0.30,N/A,N/A,35%,15%,1099,$25.27,$25.38,$25.32,$25.34,51.35,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
USY,U.S. Current Income,Bond,$0,N/A,N/A,N/A,0.00%,No,No,N/A,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Money Market,N/A,0.25%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GVT,Select Large Cap Value ETF,Equity,$0,-10.31%,589,$38.21,-0.16%,No,No,-0.16%,N/A,-12.18%,6.86%,7.77%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Closed,N/A,0.78%,N/A,$0.90,2015-12-24,$0.90,2.36%,14.20,1.02,N/A,N/A,35%,15%,1099,$36.93,$43.88,$38.21,$38.21,31.77,C,C,C+,C,C+,C,0.0,N/A,N/A,N/A,N/A,N/A
DENT,Dent Tactical ETF,Equity,$0,-5.65%,"3,106",$17.69,0.00%,No,No,-0.06%,N/A,-12.47%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Global Equities,N/A,1.60%,N/A,$0.00,2010-12-29,$0.03,0.16%,0.00,-0.61,N/A,N/A,35%,15%,1099,$17.62,$17.78,N/A,N/A,46.42,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RPQ,RP Technology ETF,Equity,$0,N/A,N/A,N/A,0.00%,No,No,N/A,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Technology Equities,N/A,0.89%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RPX,Large Cap Growth ETF,Equity,$0,-12.42%,"1,787",$40.84,-1.16%,No,No,-0.10%,N/A,-3.52%,12.43%,10.59%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Closed,N/A,0.83%,N/A,$0.10,2015-12-24,$0.10,0.26%,20.60,1.04,N/A,N/A,35%,15%,1099,$39.13,$46.68,$40.75,$40.97,33.33,C+,C+,A,C+,C+,B-,0.0,N/A,N/A,N/A,N/A,N/A
RFF,RP Financials ETF,Equity,$0,N/A,N/A,N/A,0.00%,No,No,N/A,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Financials Equities,N/A,0.89%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RWG,Select Large Cap Growth ETF,Equity,$0,-16.41%,849,$38.88,-0.56%,No,No,-2.02%,N/A,-11.54%,8.98%,7.71%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Closed,N/A,0.83%,N/A,N/A,2014-12-24,$3.52,7.63%,34.90,1.13,N/A,N/A,35%,15%,1099,$36.86,$48.48,$38.82,$39.00,24.08,C,C,C+,B,C,C+,0.0,N/A,N/A,N/A,N/A,N/A
ALT,Diversified Alternatives Trust,Alternatives,$0,5.31%,"23,189",$53.34,0.00%,No,No,-0.06%,N/A,8.97%,1.73%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Hedge Fund,N/A,1.02%,N/A,$0.00,N/A,$0.00,0.00%,0.00,0.00,N/A,N/A,23%,23%,K-1,$51.38,$54.19,$53.17,$53.66,59.96,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ONEF,Russell Equity ETF,Equity,$0,-0.58%,"1,893",$35.99,0.00%,No,No,3.21%,N/A,6.44%,12.59%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Diversified Portfolio,N/A,0.51%,N/A,$0.85,2014-12-24,$0.25,2.36%,0.00,0.00,N/A,N/A,35%,15%,1099,$34.59,$36.47,N/A,N/A,53.19,B-,A-,A+,B-,B+,B,0.0,N/A,N/A,N/A,N/A,N/A
GRV,Mars Hill Global Relative Value ETF,Alternatives,$0,-16.69%,"2,767",$21.06,0.00%,No,No,-0.71%,N/A,-17.51%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Long-Short,N/A,1.49%,N/A,$0.00,N/A,$0.00,0.00%,10.62,-0.40,N/A,N/A,N/A,N/A,N/A,$19.86,$22.03,$21.04,$21.07,46.82,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BABZ,Build America Bond Strategy Fund,Bond,$0,12.56%,"5,411",$51.70,0.00%,No,No,0.25%,N/A,13.31%,2.17%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,National Munis,N/A,0.45%,N/A,$4.09,2014-08-29,$0.17,7.87%,0.00,0.73,N/A,N/A,35%,15%,1099,$51.08,$52.42,$51.57,$51.86,50.18,B,C,C,B-,B+,C,0.0,N/A,N/A,N/A,N/A,N/A
CCX,WisdomTree Commodity Currency Strategy Fund,Currency,$0,12.32%,"1,350",$17.14,0.12%,No,No,1.66%,N/A,11.30%,-5.41%,-2.94%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Currency,N/A,0.55%,E*TRADE,N/A,2011-12-21,$5.06,N/A,0.00,0.59,N/A,N/A,35%,15%,1099,$16.64,$17.28,$17.10,$17.23,57.42,B-,B-,B,B,N/A,B+,0.0,N/A,N/A,N/A,N/A,N/A
